OverNumber,BallNumber,BowlerName,BatsmanName,BatsmansHand,BowlerReleaseSpeed,BounceX,BounceY,StumpsY,StumpsZ,Swing,Deviation,RunsScored,ShotLandingX,ShotLandingY,TrajectoryTime,TrajectoryDate,BounceVelocity,OutOfBounceAngle,DropAngle,AngleLeavingBowlersHand,ShotPlayed,ShotType,BowlerReleaseYposition,BowlerReleaseZposition,AccelerationY,AccelerationZ,no_idea
16, 1, MATTY-POTTS, TOM-LATHAM, L, 81.281, 6.34, 0.10, -0.11, 0.84, -0.63, 1.51, 0, 0.000, 0.000, 12:10:59, 2022/06/10, -0.701769, 8.922482, -11.657014, -6.832709, P, D, 0.747954, 2.008502, -0.623216, 2.697262, -0.038090
16, 2, MATTY-POTTS, TOM-LATHAM, L, 82.395, 5.02, 0.19, -0.07, 0.64, -0.45, -0.20, 0, 0.000, 0.000, 12:11:50, 2022/06/10, -0.688629, 8.032729, -10.963604, -6.045448, P, D, 0.773379, 2.040525, -0.327178, 3.158713, -0.024110
16, 3, MATTY-POTTS, TOM-LATHAM, L, 82.662, 5.25, 0.33, 0.14, 0.67, -0.27, 0.07, 0, 0.000, 0.000, 12:12:33, 2022/06/10, -0.686551, 8.010248, -10.932538, -6.072376, P, D, 0.767582, 2.012127, -0.133554, 3.055572, -0.009419
16, 4, MATTY-POTTS, TOM-LATHAM, L, 80.909, 8.32, 0.30, -0.24, 1.25, -0.11, -0.88, 0, 0.000, 0.000, 12:13:14, 2022/06/10, -0.729794, 10.509918, -12.917814, -9.145305, E, A, 0.775469, 2.008056, 0.200309, 2.916826, 0.007888
16, 5, MATTY-POTTS, TOM-LATHAM, L, 83.279, 5.82, 0.35, 0.01, 0.78, -0.57, -0.86, 0, 0.000, 0.000, 12:13:53, 2022/06/10, -0.735550, 8.564284, -10.982434, -6.574422, M, D, 0.814547, 1.990571, -0.651168, 3.408987, -0.041356
16, 6, MATTY-POTTS, TOM-LATHAM, L, 82.139, 6.23, 0.65, 0.59, 0.69, -0.60, 0.49, 0, 0.000, 0.000, 12:14:42, 2022/06/10, -0.610595, 7.606434, -11.501903, -6.790081, N, N, 0.799586, 2.005712, -0.936854, 2.809098, -0.057079
17, 1, STUART-BROAD, WILL-YOUNG, R, 80.645, 7.83, -0.34, 0.14, 0.62, -0.07, 0.90, 1, -71.000, 119.000, 12:15:38, 2022/06/10, -0.469733, 6.450478, -12.798630, -8.433645, P, A, -0.797911, 2.029374, -0.521837, 2.668983, -0.024839
17, 2, STUART-BROAD, TOM-LATHAM, L, 79.867, 6.13, 0.45, 0.14, 0.86, -0.11, -0.78, 0, 0.000, 0.000, 12:16:27, 2022/06/10, -0.731487, 9.476417, -11.955900, -6.852625, P, D, 0.877992, 2.052474, 0.120074, 2.489696, 0.007719
17, 3, STUART-BROAD, TOM-LATHAM, L, 82.433, 5.31, 0.56, 0.34, 0.70, -0.11, -0.63, 1, 19.000, 54.000, 12:17:02, 2022/06/10, -0.724922, 8.604406, -11.079625, -6.500645, P, A, 0.931929, 2.043171, 0.081037, 3.569240, 0.005706
17, 4, STUART-BROAD, WILL-YOUNG, R, 80.580, 7.06, -0.56, -0.41, 0.91, -1.23, 0.69, 0, 0.000, 0.000, 12:17:48, 2022/06/10, -0.678877, 9.102471, -12.304725, -7.743174, N, N, -0.785835, 2.032748, -2.392710, 2.799908, -0.130461
17, 5, STUART-BROAD, WILL-YOUNG, R, 84.532, 5.52, -0.07, 0.28, 0.60, 0.38, 0.25, 0, 0.000, 0.000, 12:18:27, 2022/06/10, -0.602163, 7.295413, -11.344780, -6.613265, M, A, -0.754936, 2.053656, 0.166393, 2.868244, 0.010778
17, 6, STUART-BROAD, WILL-YOUNG, R, 81.749, 4.20, -0.17, -0.06, 0.51, -0.56, -0.35, 4, 87.000, 163.000, 12:19:07, 2022/06/10, -0.645777, 7.472462, -11.008864, -5.566513, P, A, -0.710127, 2.088439, -1.154238, 2.921340, -0.097619
18, 1, MATTY-POTTS, TOM-LATHAM, L, 82.191, 5.98, 0.47, 0.41, 0.81, -0.27, 1.14, 0, 0.000, 0.000, 12:20:11, 2022/06/10, -0.724613, 8.860648, -11.166700, -6.802380, N, N, 0.807224, 2.008132, -0.228022, 3.408870, -0.014108
18, 2, MATTY-POTTS, TOM-LATHAM, L, 82.084, 5.12, 0.45, 0.28, 0.66, -0.10, -0.19, 0, 0.000, 0.000, 12:20:44, 2022/06/10, -0.667680, 8.085679, -11.356796, -5.645090, P, A, 0.817943, 2.024022, 0.093498, 1.836885, 0.006819
18, 3, MATTY-POTTS, TOM-LATHAM, L, 80.200, 11.47, 0.53, -0.17, 1.87, 0.71, -1.53, 0, 0.000, 0.000, 12:21:17, 2022/06/10, -0.648236, 12.249692, -15.882965, -14.540896, N, N, 0.787848, 1.938290, 2.911112, 7.570671, 0.049802
18, 4, MATTY-POTTS, TOM-LATHAM, L, 83.134, 5.23, 0.29, 0.06, 0.59, -0.90, 0.06, 0, 0.000, 0.000, 12:21:51, 2022/06/10, -0.602524, 7.121226, -11.213407, -5.950183, P, D, 0.751779, 2.029119, -1.154562, 2.319095, -0.080736
18, 5, MATTY-POTTS, TOM-LATHAM, L, 84.100, 6.25, 0.58, 0.59, 0.72, 0.02, 0.84, 0, 0.000, 0.000, 12:22:26, 2022/06/10, -0.610908, 7.735420, -11.780967, -6.655491, N, N, 0.755050, 2.010845, 0.170803, 1.448974, 0.009608
18, 6, MATTY-POTTS, TOM-LATHAM, L, 80.500, 11.59, 0.42, -0.54, 1.89, -0.29, -1.61, 0, 0.000, 0.000, 12:23:01, 2022/06/10, -0.622005, 12.226729, -17.060628, -14.359521, N, N, 0.745352, 1.975295, -0.516181, 2.750814, -0.009096
19, 1, BEN-STOKES, WILL-YOUNG, R, 78.733, 9.27, -0.61, -0.76, 1.16, -1.47, -0.93, 4, -2.000, -94.000, 12:24:33, 2022/06/10, -0.573152, 9.912715, -15.353593, -9.162229, P, A, -0.736680, 2.021256, -3.277377, -2.367930, -0.121074
19, 2, BEN-STOKES, WILL-YOUNG, R, 79.896, 6.19, -0.13, 0.06, 0.66, -1.45, -0.20, 0, 0.000, 0.000, 12:25:11, 2022/06/10, -0.594775, 7.507253, -11.859761, -6.493799, P, D, -0.706254, 2.007920, -2.772718, 2.126816, -0.180119
19, 3, BEN-STOKES, WILL-YOUNG, R, 80.635, 7.95, -0.38, -0.32, 1.08, -1.79, -0.77, 0, 0.000, 0.000, 12:25:44, 2022/06/10, -0.649421, 9.663779, -13.592818, -8.022217, P, D, -0.754070, 2.033667, -3.954336, -0.216035, -0.177474
19, 4, BEN-STOKES, WILL-YOUNG, R, 81.528, 3.55, -0.33, -0.32, 0.50, -2.66, -0.22, 0, 0.000, 0.000, 12:26:23, 2022/06/10, -0.665208, 8.340439, -11.603529, -4.225311, P, D, -0.800990, 2.069041, -3.971255, 0.525674, -0.370122
19, 5, BEN-STOKES, WILL-YOUNG, R, 83.434, 3.19, -0.46, -0.52, 0.48, -3.35, -0.75, 0, 0.000, 0.000, 12:26:54, 2022/06/10, -0.697561, 8.736720, -11.575486, -3.795027, P, A, -0.860861, 2.050473, -4.980972, -0.253679, -0.465497
19, 6, BEN-STOKES, WILL-YOUNG, R, 79.793, 4.11, 0.05, 0.25, 0.53, -1.16, 0.42, 1, -98.000, 98.000, 12:27:26, 2022/06/10, -0.619185, 8.090459, -11.839949, -4.441008, P, A, -0.688191, 2.052482, -2.037740, 0.495336, -0.183134
19, 7, BEN-STOKES, TOM-LATHAM, L, 82.324, 5.58, 0.15, 0.29, 0.84, -2.16, -1.02, 0, 0.000, 0.000, 12:28:40, 2022/06/10, -0.744677, 9.804262, -11.819305, -5.861179, P, D, -0.639564, 2.017640, -4.122661, 1.102844, -0.279466
19, 8, BEN-STOKES, TOM-LATHAM, L, 81.835, 6.92, -0.06, 0.17, 0.92, -2.08, -0.47, 0, 0.000, 0.000, 12:29:40, 2022/06/10, -0.662109, 9.159486, -12.798998, -6.917746, P, D, -0.730898, 2.025772, -4.373538, 0.161926, -0.237249
20, 1, JACK-LEACH, WILL-YOUNG, R, 53.628, 4.48, -0.02, 0.03, 0.67, 1.96, -2.57, 0, 0.000, 0.000, 12:31:49, 2022/06/10, -0.569847, 11.457840, -16.772165, -0.598961, P, D, -0.570291, 2.138547, 1.128384, -0.460565, 0.210648
20, 2, JACK-LEACH, WILL-YOUNG, R, 52.548, 4.14, 0.01, -0.01, 0.77, 1.15, -3.35, 0, 0.000, 0.000, 12:32:04, 2022/06/10, -0.624440, 13.241527, -17.935790, 0.742943, P, D, -0.606808, 2.153768, 0.547054, -1.536770, 0.110308
20, 3, JACK-LEACH, WILL-YOUNG, R, 55.080, 3.72, -0.05, -0.03, 0.77, 1.79, -2.67, 4, 78.000, 90.000, 12:32:20, 2022/06/10, -0.687394, 13.864930, -16.805763, 0.038057, P, A, -0.596584, 2.154647, 1.011442, -0.842704, 0.199985
20, 4, JACK-LEACH, WILL-YOUNG, R, 52.996, 4.15, -0.36, -0.46, 0.73, 1.05, -2.96, 0, 0.000, 0.000, 12:32:52, 2022/06/10, -0.574649, 13.168476, -18.187264, 0.768638, P, D, -0.639671, 2.183225, 0.580982, -1.771280, 0.116476
20, 5, JACK-LEACH, WILL-YOUNG, R, 51.178, 4.24, -0.26, -0.35, 0.77, 0.51, -3.11, 0, 0.000, 0.000, 12:33:09, 2022/06/10, -0.611910, 13.382465, -17.702414, 0.613167, P, D, -0.652027, 2.126544, 0.218175, -1.583319, 0.042630
20, 6, JACK-LEACH, WILL-YOUNG, R, 55.256, 6.08, -0.40, -0.40, 1.00, 1.48, -2.25, 1, -4.000, -99.000, 12:33:28, 2022/06/10, -0.653525, 13.692395, -17.088683, -2.197212, P, A, -0.728318, 2.119699, 1.083270, -1.917544, 0.144307
21, 1, BEN-STOKES, WILL-YOUNG, R, 83.554, 5.91, -0.33, -0.34, 0.68, -1.79, -0.94, 0, 0.000, 0.000, 12:34:45, 2022/06/10, -0.598359, 7.830561, -12.172802, -6.306013, E, D, -0.727355, 2.053103, -3.433150, 0.725068, -0.213181
21, 2, BEN-STOKES, WILL-YOUNG, R, 83.798, 4.36, -0.57, -0.66, 0.59, -2.54, -0.56, 4, 109.000, -101.000, 12:35:19, 2022/06/10, -0.655075, 8.353168, -11.772711, -4.644592, P, A, -0.746688, 2.032754, -4.084342, -0.268193, -0.319923
21, 3, BEN-STOKES, WILL-YOUNG, R, 83.265, 5.70, -0.26, -0.20, 0.74, -1.61, -0.74, 0, 0.000, 0.000, 12:35:55, 2022/06/10, -0.659053, 8.504302, -11.977986, -5.857991, P, D, -0.728394, 2.014569, -3.103519, 0.482423, -0.200757
21, 4, BEN-STOKES, WILL-YOUNG, R, 81.944, 6.35, -0.55, -0.23, 0.86, 1.66, 0.77, 0, 0.000, 0.000, 12:36:33, 2022/06/10, -0.681850, 9.096823, -12.291052, -6.505842, M, D, -0.797271, 2.021349, 2.755657, 0.716178, 0.162913
21, 5, BEN-STOKES, WILL-YOUNG, R, 85.388, 4.69, -0.55, -0.67, 0.65, -3.22, -0.46, 4, 76.000, -123.000, 12:37:08, 2022/06/10, -0.657867, 8.589317, -11.849125, -4.959703, P, A, -0.730514, 2.039844, -5.482110, -0.524094, -0.393849
21, 6, BEN-STOKES, WILL-YOUNG, R, 82.411, 7.33, -0.34, -0.28, 0.85, -1.22, -1.13, -1, 0.000, 0.000, 12:37:46, 2022/06/10, -0.599319, 8.266947, -12.737776, -7.513853, E, D, -0.772528, 2.015669, -2.763106, 0.786859, -0.134933
22, 1, JAMES-ANDERSON, TOM-LATHAM, L, 78.632, 9.37, 0.55, 0.31, 1.34, 0.78, 1.26, -1, 0.000, 0.000, 12:41:31, 2022/06/10, -0.666552, 10.940525, -14.717228, -10.246252, P, A, 1.028420, 2.040133, 2.123120, 1.529102, 0.077662
22, 2, JAMES-ANDERSON, HENRY-NICHOLLS, L, 78.627, 7.47, 0.58, 0.47, 1.13, 2.61, 0.34, 0, 0.000, 0.000, 12:43:49, 2022/06/10, -0.714207, 10.470541, -13.234865, -7.584682, N, N, 1.059470, 2.044427, 5.294109, 0.416310, 0.268686
22, 3, JAMES-ANDERSON, HENRY-NICHOLLS, L, 82.823, 4.60, 0.34, 0.24, 0.56, 0.89, 1.06, 0, 0.000, 0.000, 12:44:33, 2022/06/10, -0.620825, 7.506773, -11.217303, -5.506928, P, D, 1.012154, 2.060155, 1.813889, 2.075519, 0.141091
22, 4, JAMES-ANDERSON, HENRY-NICHOLLS, L, 79.429, 7.78, 0.62, 0.70, 1.21, 2.17, 1.71, 4, -48.000, 168.000, 12:45:08, 2022/06/10, -0.727427, 10.849583, -13.388728, -7.831878, P, A, 1.035792, 2.022554, 4.625529, 0.121913, 0.217625
22, 5, JAMES-ANDERSON, HENRY-NICHOLLS, L, 82.340, 6.36, 0.21, 0.07, 0.74, 2.60, 1.31, 0, 0.000, 0.000, 12:45:51, 2022/06/10, -0.596375, 7.941845, -12.276233, -6.568178, P, D, 1.015717, 2.039229, 5.191421, 0.946065, 0.309636
22, 6, JAMES-ANDERSON, HENRY-NICHOLLS, L, 82.740, 5.64, 0.45, 0.34, 0.70, 1.69, 0.49, 0, 0.000, 0.000, 12:46:33, 2022/06/10, -0.641436, 8.113870, -11.614595, -6.212457, N, N, 1.011668, 2.038798, 3.238040, 1.915449, 0.214825
23, 1, BEN-STOKES, DEVON-CONWAY, L, 80.129, 3.50, 0.57, 0.53, 0.46, 2.32, -0.94, 0, 0.000, 0.000, 12:47:46, 2022/06/10, -0.664170, 7.830934, -10.942692, -4.461190, N, N, 0.813786, 2.018776, 3.238960, 2.073411, 0.314213
23, 2, BEN-STOKES, DEVON-CONWAY, L, 80.085, 7.85, 0.52, 0.52, 0.88, 1.72, 0.47, 0, 0.000, 0.000, 12:48:18, 2022/06/10, -0.607985, 8.495901, -12.903144, -8.324465, N, N, 0.834310, 2.004919, 3.567977, 2.303159, 0.170971
23, 3, BEN-STOKES, DEVON-CONWAY, L, 81.615, 5.79, 0.20, -0.02, 0.81, 1.50, -0.34, 0, 0.000, 0.000, 12:48:53, 2022/06/10, -0.722566, 9.156874, -11.977537, -6.112641, M, D, 0.774139, 2.031097, 2.889053, 1.233830, 0.191984
23, 4, BEN-STOKES, DEVON-CONWAY, L, 80.936, 5.18, 0.82, 0.92, 0.57, 1.13, 0.51, 0, 0.000, 0.000, 12:49:30, 2022/06/10, -0.599911, 7.518266, -11.489893, -5.786884, N, N, 0.823024, 2.016557, 1.787910, 1.897794, 0.130375
23, 5, BEN-STOKES, DEVON-CONWAY, L, 84.524, 4.10, 0.22, -0.14, 0.54, -2.99, -1.10, 4, 73.000, -138.000, 12:50:05, 2022/06/10, -0.599213, 8.301879, -11.897077, -4.431457, P, A, 0.781665, 2.049269, -4.301710, -0.772864, -0.343863
23, 6, BEN-STOKES, DEVON-CONWAY, L, 82.258, 6.16, 0.06, -0.34, 0.74, -1.08, -0.28, 0, 0.000, 0.000, 12:50:38, 2022/06/10, -0.662643, 8.245278, -11.751650, -6.619643, N, N, 0.656143, 2.000189, -1.434903, 2.100153, -0.088293
24, 1, JAMES-ANDERSON, HENRY-NICHOLLS, L, 79.489, 8.67, 0.51, 0.25, 1.26, 1.92, 0.22, 1, 22.000, 37.000, 12:51:30, 2022/06/10, -0.689798, 10.487662, -13.709299, -9.153210, P, A, 0.999361, 2.017217, 4.616407, 1.345403, 0.181149
24, 2, JAMES-ANDERSON, DEVON-CONWAY, L, 79.353, 7.78, 0.42, 0.20, 1.24, 1.91, 0.63, 0, 0.000, 0.000, 12:52:21, 2022/06/10, -0.747925, 10.953740, -13.095331, -8.024753, E, D, 1.022871, 2.028856, 4.384017, 0.881730, 0.200931
24, 3, JAMES-ANDERSON, DEVON-CONWAY, L, 80.500, 7.62, 0.34, -0.06, 0.98, 1.61, -0.05, 4, -141.000, -5.000, 12:53:11, 2022/06/10, -0.642565, 9.227076, -12.772715, -7.992261, P, A, 1.038918, 2.018211, 3.907355, 1.411427, 0.179877
24, 4, JAMES-ANDERSON, DEVON-CONWAY, L, 82.096, 6.83, 0.55, 0.27, 0.86, 0.78, -0.22, 0, 0.000, 0.000, 12:53:50, 2022/06/10, -0.647119, 8.495154, -12.173606, -7.456286, N, N, 1.055387, 2.052710, 1.938265, 1.950574, 0.100085
24, 5, JAMES-ANDERSON, DEVON-CONWAY, L, 79.568, 7.06, 0.45, 0.32, 1.05, 1.92, 0.55, 0, 0.000, 0.000, 12:54:23, 2022/06/10, -0.726983, 10.033109, -12.496008, -7.191987, P, D, 0.968667, 2.013684, 4.054681, 1.014368, 0.211598
24, 6, JAMES-ANDERSON, DEVON-CONWAY, L, 82.171, 6.57, 0.51, 0.30, 0.90, 2.04, -0.49, 0, 0.000, 0.000, 12:54:58, 2022/06/10, -0.672258, 9.245165, -12.446510, -6.763611, N, N, 1.007150, 2.044171, 4.032368, 0.820289, 0.231980
25, 1, BEN-STOKES, HENRY-NICHOLLS, L, 79.849, 7.71, 0.74, 0.77, 0.98, 0.46, 0.12, 4, 32.000, 166.000, 12:56:10, 2022/06/10, -0.657355, 9.266649, -12.801855, -8.188712, P, A, 0.771433, 2.005803, 0.922074, 2.073068, 0.043773
25, 2, BEN-STOKES, HENRY-NICHOLLS, L, 82.835, 6.86, 0.24, -0.10, 0.86, 0.20, -0.10, 1, -43.000, -77.000, 12:56:52, 2022/06/10, -0.663376, 8.662975, -12.264511, -7.160789, P, A, 0.791070, 2.001171, 0.819522, 1.524397, 0.044085
25, 3, BEN-STOKES, DEVON-CONWAY, L, 80.413, 8.40, 0.62, 0.70, 1.01, 0.88, 0.82, 0, 0.000, 0.000, 12:57:42, 2022/06/10, -0.624208, 9.084906, -13.251358, -8.861350, N, N, 0.744807, 1.988023, 1.943905, 1.998667, 0.081080
25, 4, BEN-STOKES, DEVON-CONWAY, L, 80.301, 6.80, 0.63, 0.62, 0.93, 0.27, 0.58, 0, 0.000, 0.000, 12:58:14, 2022/06/10, -0.688481, 9.554933, -12.488982, -7.014596, N, N, 0.789884, 2.013801, 0.609027, 1.080161, 0.033929
25, 5, BEN-STOKES, DEVON-CONWAY, L, 82.169, 5.38, 0.56, 0.69, 0.70, 2.04, 0.85, 2, 63.000, 112.000, 12:58:46, 2022/06/10, -0.666439, 8.520578, -11.884097, -5.635467, P, A, 0.690625, 2.020957, 3.398281, 0.752083, 0.237311
25, 6, BEN-STOKES, DEVON-CONWAY, L, 81.424, 4.76, 0.29, 0.14, 0.59, 0.03, 0.09, 0, 0.000, 0.000, 12:59:33, 2022/06/10, -0.639734, 7.936064, -11.561544, -5.163739, P, D, 0.718876, 2.016032, 0.317777, 1.126751, 0.024868
26, 1, JAMES-ANDERSON, HENRY-NICHOLLS, L, 84.031, 6.38, 0.42, 0.04, 0.82, 1.45, -1.05, 0, 0.000, 0.000, 13:00:29, 2022/06/10, -0.642411, 8.480136, -12.214193, -6.796357, M, D, 1.057235, 2.056973, 3.173297, 1.092211, 0.180535
26, 2, JAMES-ANDERSON, HENRY-NICHOLLS, L, 81.078, 8.47, 0.69, 0.55, 1.21, 0.99, 1.20, 0, 0.000, 0.000, 13:01:23, 2022/06/10, -0.684606, 10.165413, -13.530654, -9.286830, N, N, 1.088315, 2.054805, 2.522988, 2.034948, 0.100435
26, 3, JAMES-ANDERSON, HENRY-NICHOLLS, L, 81.913, 7.14, 0.45, 0.21, 0.91, 2.20, -0.15, 0, 0.000, 0.000, 13:01:57, 2022/06/10, -0.614937, 8.977683, -13.182373, -6.958746, N, N, 1.011061, 2.038479, 4.611497, -0.733137, 0.240060
26, 4, JAMES-ANDERSON, HENRY-NICHOLLS, L, 80.958, 6.19, 0.58, 0.27, 0.95, -0.00, -0.88, 0, 0.000, 0.000, 13:02:32, 2022/06/10, -0.753356, 9.986942, -11.997339, -6.928076, N, N, 1.004781, 2.069257, 0.317668, 1.864489, 0.018572
26, 5, JAMES-ANDERSON, HENRY-NICHOLLS, L, 82.096, 8.03, 0.47, 0.28, 1.12, 0.80, 1.34, 0, 0.000, 0.000, 13:03:27, 2022/06/10, -0.664900, 9.756500, -13.319569, -8.020874, P, D, 1.016300, 1.996370, 2.279552, -0.472095, 0.093564
26, 6, JAMES-ANDERSON, HENRY-NICHOLLS, L, 85.675, 4.30, 0.47, 0.30, 0.48, 0.32, -0.30, 4, 66.000, 160.000, 13:04:02, 2022/06/10, -0.552569, 6.706019, -11.398440, -4.932904, P, A, 1.003752, 2.051300, 0.871130, 0.447994, 0.066022
27, 1, STUART-BROAD, DEVON-CONWAY, L, 80.800, 3.35, 0.32, 0.28, 0.35, 0.90, 1.09, 2, 13.000, 127.000, 13:44:45, 2022/06/10, -0.548027, 6.175850, -10.554549, -4.915715, P, A, 0.931376, 2.054041, 1.544076, 3.219575, 0.150800
27, 2, STUART-BROAD, DEVON-CONWAY, L, 81.893, 3.40, 0.19, 0.09, 0.45, 1.04, 0.31, 0, 0.000, 0.000, 13:45:27, 2022/06/10, -0.688825, 7.728111, -10.657765, -4.783783, P, D, 0.834536, 2.045487, 1.818375, 2.679682, 0.171782
27, 3, STUART-BROAD, DEVON-CONWAY, L, 81.855, 5.51, 0.42, 0.17, 0.67, 0.17, -0.34, 0, 0.000, 0.000, 13:46:03, 2022/06/10, -0.653968, 8.024666, -11.281091, -6.644545, P, D, 0.938050, 2.060860, 0.645627, 3.326533, 0.043735
27, 4, STUART-BROAD, DEVON-CONWAY, L, 81.554, 4.53, 0.71, 0.75, 0.57, 0.35, 1.36, 4, -32.000, 212.000, 13:46:37, 2022/06/10, -0.671514, 7.896773, -10.748997, -5.766204, P, A, 0.941942, 2.036634, 0.689012, 3.263773, 0.054200
27, 5, STUART-BROAD, DEVON-CONWAY, L, 82.934, 4.71, 0.64, 0.59, 0.64, 0.35, 0.36, 4, 108.000, 146.000, 13:47:22, 2022/06/10, -0.734856, 8.536034, -10.708880, -6.114719, P, A, 0.942854, 2.049318, 0.753525, 3.671507, 0.056510
27, 6, STUART-BROAD, DEVON-CONWAY, L, 85.879, 5.93, 0.55, 0.44, 0.71, -0.47, 0.59, 0, 0.000, 0.000, 13:48:01, 2022/06/10, -0.664827, 7.894999, -11.005938, -7.144565, N, N, 0.854416, 2.027467, -0.633656, 4.011875, -0.037178
28, 1, MATTY-POTTS, HENRY-NICHOLLS, L, 79.067, 4.86, -0.04, -0.45, 0.72, -0.68, -0.89, 0, 0.000, 0.000, 13:49:21, 2022/06/10, -0.715358, 9.192977, -11.863670, -5.197081, M, A, 0.767594, 2.063198, -0.498128, 1.178064, -0.040755
28, 2, MATTY-POTTS, DEVON-CONWAY, L, 82.405, 5.04, 0.22, 0.01, 0.66, -0.50, 0.34, 1, 49.000, -40.000, 13:50:01, 2022/06/10, -0.673329, 8.148740, -11.424935, -5.813278, P, A, 0.808637, 2.062154, -0.403520, 2.020411, -0.029601
28, 3, MATTY-POTTS, HENRY-NICHOLLS, L, 82.381, 3.32, 0.55, 0.46, 0.43, 0.08, -0.53, 3, 85.000, 154.000, 13:51:02, 2022/06/10, -0.676327, 7.570569, -10.592786, -4.797992, P, A, 0.843185, 2.051018, 0.285743, 2.733742, 0.026897
28, 4, MATTY-POTTS, DEVON-CONWAY, L, 80.700, 6.32, 0.37, 0.21, 0.72, -0.25, 0.79, 3, -104.000, 110.000, 13:51:56, 2022/06/10, -0.629608, 7.703216, -11.300327, -7.107037, P, A, 0.793593, 2.009481, -0.133969, 3.490204, -0.007784
28, 5, MATTY-POTTS, HENRY-NICHOLLS, L, 80.163, 6.85, 0.51, 0.27, 0.96, 0.40, -1.37, 0, 0.000, 0.000, 13:52:44, 2022/06/10, -0.720382, 9.635064, -11.994575, -7.532007, N, N, 0.766969, 2.027404, 0.931880, 2.865359, 0.050888
28, 6, MATTY-POTTS, HENRY-NICHOLLS, L, 80.747, 7.02, 0.51, 0.17, 0.89, -0.16, -1.21, 0, 0.000, 0.000, 13:53:18, 2022/06/10, -0.670391, 8.904405, -12.158556, -7.485379, N, N, 0.802260, 2.007930, -0.063102, 2.508950, -0.003421
29, 1, STUART-BROAD, DEVON-CONWAY, L, 84.088, 6.47, 0.50, 0.41, 0.82, -0.06, 0.97, 0, 0.000, 0.000, 13:54:22, 2022/06/10, -0.699197, 8.535163, -11.399288, -7.304500, P, D, 0.856548, 2.000272, 0.175793, 3.439752, 0.009719
29, 2, STUART-BROAD, DEVON-CONWAY, L, 83.959, 4.82, 0.40, 0.20, 0.55, -0.53, 0.01, 1, 48.000, 7.000, 13:54:57, 2022/06/10, -0.623623, 7.243243, -10.709502, -6.004285, P, A, 0.882674, 2.026547, -0.536637, 3.362691, -0.039242
29, 3, STUART-BROAD, HENRY-NICHOLLS, L, 83.305, 3.79, 0.16, -0.01, 0.47, -0.69, 0.71, 0, 0.000, 0.000, 13:56:06, 2022/06/10, -0.670240, 7.294933, -10.121862, -5.382218, P, A, 0.875531, 2.013758, -0.584064, 3.795084, -0.049584
29, 4, STUART-BROAD, HENRY-NICHOLLS, L, 84.100, 6.16, 0.33, 0.05, 0.58, -0.08, -0.11, 0, 0.000, 0.000, 13:56:41, 2022/06/10, -0.555240, 6.512898, -11.167917, -7.264830, P, D, 0.838855, 2.024609, 0.246513, 4.029276, 0.014461
29, 5, STUART-BROAD, HENRY-NICHOLLS, L, 84.455, 7.71, 0.64, 0.40, 0.91, -0.33, -0.29, 0, 0.000, 0.000, 13:57:17, 2022/06/10, -0.642975, 8.414734, -12.053407, -8.603731, M, A, 0.887036, 1.989858, -0.489914, 3.809193, -0.020888
29, 6, STUART-BROAD, HENRY-NICHOLLS, L, 86.369, 6.37, 0.43, 0.21, 0.80, -0.16, 0.48, 1, -42.000, 50.000, 13:57:53, 2022/06/10, -0.709562, 8.065164, -11.013914, -7.382326, E, A, 0.903545, 1.995170, 0.079972, 4.030916, 0.004228
30, 1, MATTY-POTTS, HENRY-NICHOLLS, L, 82.825, 7.06, 0.43, 0.20, 0.85, -0.58, 0.52, 0, 0.000, 0.000, 13:58:52, 2022/06/10, -0.658146, 8.183371, -12.064702, -7.693995, P, D, 0.829103, 2.024334, -0.775334, 2.809836, -0.040273
30, 2, MATTY-POTTS, HENRY-NICHOLLS, L, 82.877, 3.81, 0.39, 0.25, 0.52, -1.22, 0.53, 0, 0.000, 0.000, 13:59:41, 2022/06/10, -0.715005, 7.977140, -10.718142, -5.105519, P, A, 0.877561, 2.053657, -1.531272, 2.413190, -0.128751
30, 3, MATTY-POTTS, HENRY-NICHOLLS, L, 80.796, 7.98, 0.19, -0.56, 1.20, -3.00, -0.34, 0, 0.000, 0.000, 14:00:13, 2022/06/10, -0.713957, 10.560135, -13.308731, -8.271940, N, N, 0.802676, 2.032858, -5.489208, 1.048260, -0.249721
30, 4, MATTY-POTTS, HENRY-NICHOLLS, L, 80.826, 6.18, 0.31, -0.14, 0.86, -2.37, -0.36, 1, -15.000, -58.000, 14:00:49, 2022/06/10, -0.687132, 9.182686, -12.281093, -6.119928, P, A, 0.825767, 2.019106, -3.635807, 0.540240, -0.229991
30, 5, MATTY-POTTS, DEVON-CONWAY, L, 80.900, 6.83, 0.62, 0.47, 1.01, -0.58, 0.01, 0, 0.000, 0.000, 14:01:25, 2022/06/10, -0.751627, 9.997615, -12.110039, -7.456400, N, N, 0.811777, 2.028131, -0.914083, 2.494228, -0.049922
30, 6, MATTY-POTTS, DEVON-CONWAY, L, 79.200, 6.56, 0.48, 0.33, 0.84, -0.23, 0.40, 0, 0.000, 0.000, 14:01:58, 2022/06/10, -0.701128, 8.546931, -11.373050, -7.652215, P, D, 0.793457, 2.040441, -0.170040, 4.318323, -0.009579
